"Cabernet Sauvignon,Dolcetto,0.825229356024"
"Cabernet Sauvignon,Pinotage,0.799383374571"
"Cabernet Sauvignon,Pinot Noir,0.755090261247"
"Cabernet Sauvignon,Gamay,0.755055382858"
"Cabernet Sauvignon,Cabernet Franc,0.73134407218"
"Bordeaux Red Blends,Dolcetto,0.877435396598"
"Bordeaux Red Blends,Pinotage,0.800774315091"
"Bordeaux Red Blends,Pinot Noir,0.800690609813"
"Bordeaux Red Blends,Gamay,0.794237353684"
"Bordeaux Red Blends,Barbera,0.782825164423"
"Chenin Blanc,Sauvignon Blanc,0.714893372972"
"Chenin Blanc,Semillon,0.675324675325"
"Chenin Blanc,Albarino,0.637892548941"
"Chenin Blanc,Chardonnay,0.632739202486"
"Chenin Blanc,Gruner Veltliner,0.629879259651"
"Pinot Blanc,Sauvignon Blanc,0.685302113376"
"Pinot Blanc,Chardonnay,0.670572846672"
"Pinot Blanc,Muscat,0.634074564326"
"Pinot Blanc,Semillon,0.633696071624"
"Pinot Blanc,Gruner Veltliner,0.617121394821"
"Bordeaux White Blends,Sauvignon Blanc,0.701495766703"
"Bordeaux White Blends,Semillon,0.666565465194"
"Bordeaux White Blends,Chardonnay,0.631124372797"
"Bordeaux White Blends,Albarino,0.629615762072"
"Bordeaux White Blends,Gruner Veltliner,0.613744938001"
"Vintage,Non-Vintage,0.506885215072"
"Vintage,Dolcetto,0.371665088583"
"Vintage,Semillon,0.315685777416"
"Vintage,Sauvignon Blanc,0.302409812471"
"Vintage,Albarino,0.290461806353"
"Zinfandel,Dolcetto,0.822843651758"
"Zinfandel,Gamay,0.746073999685"
"Zinfandel,Pinotage,0.743570424098"
"Zinfandel,Pinot Noir,0.733299787402"
"Zinfandel,Barbera,0.72689829919"
"Rhone Red Blends,Dolcetto,0.760561169887"
"Rhone Red Blends,Petite Sirah,0.721957614846"
"Rhone Red Blends,Bordeaux Red Blends,0.688325631292"
"Rhone Red Blends,Pinotage,0.679873516343"
"Rhone Red Blends,Gamay,0.672906074388"
"Merlot,Pinotage,0.805806588679"
"Merlot,Petite Sirah,0.77713267975"
"Merlot,Bordeaux Red Blends,0.72617893004"
"Merlot,Nebbiolo,0.70533568872"
"Merlot,Carmenere,0.691218544789"
"Syrah/Shiraz,Dolcetto,0.812400281251"
"Syrah/Shiraz,Gamay,0.730536060702"
"Syrah/Shiraz,Barbera,0.714665488862"
"Syrah/Shiraz,Pinot Noir,0.710735649281"
"Syrah/Shiraz,Pinotage,0.710285314818"
"Sauvignon Blanc,Muscat,0.802379569619"
"Sauvignon Blanc,Chardonnay,0.769798230338"
"Sauvignon Blanc,Viognier,0.75575734637"
"Sauvignon Blanc,Rhone White Blends,0.746583837131"
"Sauvignon Blanc,Chenin Blanc,0.714893372972"
"Other Dessert,Port,0.504545454545"
"Other Dessert,Sherry,0.5"
"Other Dessert,Vermouth,0.5"
"Other Dessert,Madeira,0.5"
"Other Dessert,Fruit Wine,0.5"
"Gamay,Petite Sirah,0.83686999023"
"Gamay,Pinotage,0.802746078829"
"Gamay,Bordeaux Red Blends,0.794237353684"
"Gamay,Nebbiolo,0.764660324257"
"Gamay,Cabernet Sauvignon,0.755055382858"
"Sherry,Port,0.504545454545"
"Sherry,Other Dessert,0.5"
"Sherry,Vermouth,0.5"
"Sherry,Madeira,0.5"
"Sherry,Fruit Wine,0.5"
"Gewurztraminer,Sauvignon Blanc,0.665992092148"
"Gewurztraminer,Chardonnay,0.642272126661"
"Gewurztraminer,Muscat,0.636843561291"
"Gewurztraminer,Semillon,0.634027741062"
"Gewurztraminer,Albarino,0.598229315829"
"Vermouth,Port,0.504545454545"
"Vermouth,Other Dessert,0.5"
"Vermouth,Sherry,0.5"
"Vermouth,Madeira,0.5"
"Vermouth,Fruit Wine,0.5"
"Muscat,Sauvignon Blanc,0.802379569619"
"Muscat,Semillon,0.763603000937"
"Muscat,Albarino,0.725991402901"
"Muscat,Gruner Veltliner,0.712661308465"
"Muscat,Pinot Gris/Grigio,0.681830382491"
"Viognier,Sauvignon Blanc,0.75575734637"
"Viognier,Semillon,0.708069750113"
"Viognier,Gruner Veltliner,0.676577739868"
"Viognier,Albarino,0.671145415768"
"Viognier,Chardonnay,0.641548970717"
"Other Red Wine,Petite Sirah,0.735283172878"
"Other Red Wine,Dolcetto,0.725560142122"
"Other Red Wine,Pinotage,0.72049961775"
"Other Red Wine,Bordeaux Red Blends,0.693390474247"
"Other Red Wine,Nebbiolo,0.660453830365"
"Torrontes,Sauvignon Blanc,0.666484059744"
"Torrontes,Semillon,0.652182359029"
"Torrontes,Chardonnay,0.650427891889"
"Torrontes,Muscat,0.648176960243"
"Torrontes,Viognier,0.6275420031"
"Nebbiolo,Dolcetto,0.852922542476"
"Nebbiolo,Pinot Noir,0.768280336173"
"Nebbiolo,Gamay,0.764660324257"
"Nebbiolo,Pinotage,0.76295168709"
"Nebbiolo,Barbera,0.75924093448"
"Sangiovese,Dolcetto,0.749250700963"
"Sangiovese,Pinotage,0.741382752659"
"Sangiovese,Petite Sirah,0.690591049715"
"Sangiovese,Gamay,0.675520198473"
"Sangiovese,Pinot Noir,0.655842909017"
"Gruner Veltliner,Muscat,0.712661308465"
"Gruner Veltliner,Chardonnay,0.693659172702"
"Gruner Veltliner,Viognier,0.676577739868"
"Gruner Veltliner,Rhone White Blends,0.665709871282"
"Gruner Veltliner,Chenin Blanc,0.629879259651"
"Junmai,Junmai-Daiginjo,0.5"
"Junmai,Junmai-Ginjo,0.5"
"Junmai,Dolcetto,0.371641337785"
"Junmai,Semillon,0.3194382825"
"Junmai,Sauvignon Blanc,0.306489723177"
"Semillon,Muscat,0.763603000937"
"Semillon,Chardonnay,0.749778095016"
"Semillon,Viognier,0.708069750113"
"Semillon,Rhone White Blends,0.706529214952"
"Semillon,Chenin Blanc,0.675324675325"
"Tempranillo,Dolcetto,0.747688285965"
"Tempranillo,Petite Sirah,0.721972803165"
"Tempranillo,Pinotage,0.69856945024"
"Tempranillo,Bordeaux Red Blends,0.68474786421"
"Tempranillo,Gamay,0.672462364391"
"Riesling,Sauvignon Blanc,0.664208616333"
"Riesling,Chardonnay,0.656579635361"
"Riesling,Muscat,0.639046721312"
"Riesling,Semillon,0.627138184672"
"Riesling,Viognier,0.595831298126"
"Dolcetto,Petite Sirah,0.927452748903"
"Dolcetto,Pinotage,0.907302174962"
"Dolcetto,Bordeaux Red Blends,0.877435396598"
"Dolcetto,Nebbiolo,0.852922542476"
"Dolcetto,Carmenere,0.830033744658"
"White Zinfandel,Dolcetto,0.371641337785"
"White Zinfandel,Semillon,0.3194382825"
"White Zinfandel,Sauvignon Blanc,0.306489723177"
"White Zinfandel,Albarino,0.29402592941"
"White Zinfandel,Nero d'Avola,0.284128785354"
"Cabernet Franc,Petite Sirah,0.822338206802"
"Cabernet Franc,Bordeaux Red Blends,0.777798225332"
"Cabernet Franc,Pinotage,0.766323675431"
"Cabernet Franc,Nebbiolo,0.746428814252"
"Cabernet Franc,Cabernet Sauvignon,0.73134407218"
"Grenache,Dolcetto,0.757838847467"
"Grenache,Petite Sirah,0.713881931696"
"Grenache,Pinotage,0.692575211705"
"Grenache,Bordeaux Red Blends,0.67791450863"
"Grenache,Barbera,0.661436356245"
"Petite Sirah,Dolcetto,0.927452748903"
"Petite Sirah,Pinot Noir,0.8450047657"
"Petite Sirah,Gamay,0.83686999023"
"Petite Sirah,Barbera,0.833145002557"
"Petite Sirah,Cabernet Franc,0.822338206802"
"Mourvedre,Petite Sirah,0.795194672698"
"Mourvedre,Bordeaux Red Blends,0.757003183671"
"Mourvedre,Nebbiolo,0.721059846244"
"Mourvedre,Cabernet Sauvignon,0.71782139159"
"Mourvedre,Pinotage,0.712410788792"
"Other White Blends,Sauvignon Blanc,0.672902870234"
"Other White Blends,Chardonnay,0.643059840051"
"Other White Blends,Semillon,0.636924983415"
"Other White Blends,Muscat,0.630171289611"
"Other White Blends,Albarino,0.600235581654"
"Pinot Noir,Petite Sirah,0.8450047657"
"Pinot Noir,Bordeaux Red Blends,0.800690609813"
"Pinot Noir,Pinotage,0.773614800256"
"Pinot Noir,Nebbiolo,0.768280336173"
"Pinot Noir,Cabernet Sauvignon,0.755090261247"
"Chardonnay,Sauvignon Blanc,0.769798230338"
"Chardonnay,Semillon,0.749778095016"
"Chardonnay,Albarino,0.720300548845"
"Chardonnay,Gruner Veltliner,0.693659172702"
"Chardonnay,Pinot Gris/Grigio,0.676412445715"
"Albarino,Muscat,0.725991402901"
"Albarino,Chardonnay,0.720300548845"
"Albarino,Viognier,0.671145415768"
"Albarino,Rhone White Blends,0.67077935415"
"Albarino,Chenin Blanc,0.637892548941"
"Pinot Gris/Grigio,Muscat,0.681830382491"
"Pinot Gris/Grigio,Chardonnay,0.676412445715"
"Pinot Gris/Grigio,Viognier,0.631776435847"
"Pinot Gris/Grigio,Rhone White Blends,0.62673274949"
"Pinot Gris/Grigio,Sauvignon Blanc,0.62422226151"
"Fruit Wine,Port,0.504545454545"
"Fruit Wine,Other Dessert,0.5"
"Fruit Wine,Sherry,0.5"
"Fruit Wine,Vermouth,0.5"
"Fruit Wine,Madeira,0.5"
"Non-Vintage,Vintage,0.506885215072"
"Non-Vintage,Dolcetto,0.371681363559"
"Non-Vintage,Semillon,0.317036475558"
"Non-Vintage,Sauvignon Blanc,0.305241402909"
"Non-Vintage,Albarino,0.291191839761"
"Pinotage,Dolcetto,0.907302174962"
"Pinotage,Barbera,0.826246422355"
"Pinotage,Nero d'Avola,0.8186887196"
"Pinotage,Merlot,0.805806588679"
"Pinotage,Petite Sirah,0.805052543921"
"Rhone White Blends,Sauvignon Blanc,0.746583837131"
"Rhone White Blends,Semillon,0.706529214952"
"Rhone White Blends,Albarino,0.67077935415"
"Rhone White Blends,Gruner Veltliner,0.665709871282"
"Rhone White Blends,Pinot Gris/Grigio,0.62673274949"
"Other White Wine,Chardonnay,0.665797689145"
"Other White Wine,Muscat,0.661370866706"
"Other White Wine,Sauvignon Blanc,0.646543401988"
"Other White Wine,Viognier,0.609652862567"
"Other White Wine,Rhone White Blends,0.607155870194"
"Malbec,Pinotage,0.786740036096"
"Malbec,Petite Sirah,0.744069469144"
"Malbec,Bordeaux Red Blends,0.694501251048"
"Malbec,Dolcetto,0.693657174416"
"Malbec,Nebbiolo,0.671227033703"
"Junmai-Daiginjo,Junmai,0.5"
"Junmai-Daiginjo,Junmai-Ginjo,0.5"
"Junmai-Daiginjo,Dolcetto,0.371641337785"
"Junmai-Daiginjo,Semillon,0.3194382825"
"Junmai-Daiginjo,Sauvignon Blanc,0.306489723177"
"Primitivo,Petite Sirah,0.743518003855"
"Primitivo,Pinotage,0.736844440075"
"Primitivo,Dolcetto,0.716569542206"
"Primitivo,Bordeaux Red Blends,0.70173888058"
"Primitivo,Gamay,0.678278184512"
"Nero d'Avola,Pinotage,0.8186887196"
"Nero d'Avola,Petite Sirah,0.812329885671"
"Nero d'Avola,Bordeaux Red Blends,0.762142193394"
"Nero d'Avola,Nebbiolo,0.739481500097"
"Nero d'Avola,Carmenere,0.716955916293"
"Rosé,Dolcetto,0.371655144714"
"Rosé,Semillon,0.316881283477"
"Rosé,Sauvignon Blanc,0.303710453511"
"Rosé,Albarino,0.2915970594"
"Rosé,Nero d'Avola,0.284041783798"
"Junmai-Ginjo,Junmai,0.5"
"Junmai-Ginjo,Junmai-Daiginjo,0.5"
"Junmai-Ginjo,Dolcetto,0.371641337785"
"Junmai-Ginjo,Semillon,0.3194382825"
"Junmai-Ginjo,Sauvignon Blanc,0.306489723177"
"Port,Other Dessert,0.504545454545"
"Port,Sherry,0.504545454545"
"Port,Vermouth,0.504545454545"
"Port,Madeira,0.504545454545"
"Port,Fruit Wine,0.504545454545"
"Barbera,Petite Sirah,0.833145002557"
"Barbera,Pinotage,0.826246422355"
"Barbera,Bordeaux Red Blends,0.782825164423"
"Barbera,Nebbiolo,0.75924093448"
"Barbera,Carmenere,0.73258230483"
"Other Red Blends,Pinotage,0.748765093056"
"Other Red Blends,Dolcetto,0.737163471011"
"Other Red Blends,Petite Sirah,0.702450223353"
"Other Red Blends,Gamay,0.670140523665"
"Other Red Blends,Bordeaux Red Blends,0.655987007916"
"Madeira,Port,0.504545454545"
"Madeira,Other Dessert,0.5"
"Madeira,Sherry,0.5"
"Madeira,Vermouth,0.5"
"Madeira,Fruit Wine,0.5"
"Carmenere,Dolcetto,0.830033744658"
"Carmenere,Barbera,0.73258230483"
"Carmenere,Gamay,0.731173999164"
"Carmenere,Nero d'Avola,0.716955916293"
"Carmenere,Pinot Noir,0.711469813369"
"Liqueur,Dolcetto,0.371641337785"
"Liqueur,Semillon,0.3194382825"
"Liqueur,Sauvignon Blanc,0.306489723177"
"Liqueur,Albarino,0.29402592941"
"Liqueur,Nero d'Avola,0.284128785354"
